time,amplitude,sr,128.0
0.000000,-0.05583756
0.007812,-0.05245347
0.015625,-0.06598985
0.023438,-0.06937394
0.031250,-0.06260575
0.039062,-0.05245347
0.046875,-0.04568528
0.054688,-0.03214890
0.062500,-0.02538071
0.070312,-0.02199662
0.078125,-0.02199662
0.085938,-0.04230118
0.093750,-0.04230118
0.101562,-0.04230118
0.109375,-0.03891709
0.117188,-0.04230118
0.125000,-0.05583756
0.132812,-0.03891709
0.140625,-0.04906937
0.148438,-0.03891709
0.156250,-0.04568528
0.164062,-0.04568528
0.171875,-0.04230118
0.179688,-0.05922166
0.187500,-0.04906937
0.195312,-0.04230118
0.203125,-0.04906937
0.210938,-0.04906937
0.218750,-0.04568528
0.226562,-0.05583756
0.234375,-0.05245347
0.242188,-0.03214890
0.250000,-0.03553299
0.257812,-0.02538071
0.265625,-0.02876481
0.273438,0.00846024
0.281250,0.00846024
0.289062,-0.00846024
0.296875,-0.02876481
0.304688,-0.03891709
0.312500,-0.04906937
0.320312,-0.04230118
0.328125,-0.05245347
0.335938,-0.06937394
0.343750,-0.07275804
0.351562,-0.07275804
0.359375,-0.05583756
0.367188,-0.05583756
0.375000,-0.05245347
0.382812,-0.20812183
0.390625,-0.28934010
0.398438,-0.06260575
0.406250,0.43824027
0.414062,0.87140440
0.421875,0.90524535
0.429688,0.82741117
0.437500,0.24873096
0.445312,-0.14043993
0.453125,-0.09983080
0.460938,-0.09644670
0.468750,-0.11675127
0.476562,-0.12351946
0.484375,-0.11675127
0.492188,-0.10321489
0.500000,-0.10659898
0.507812,-0.10321489
0.515625,-0.08967851
0.523438,-0.07952623
0.531250,-0.08967851
0.539062,-0.08291032
0.546875,-0.07275804
0.554688,-0.06598985
0.562500,-0.05922166
0.570312,-0.06260575
0.578125,-0.05245347
0.585938,-0.04230118
0.593750,-0.04906937
0.601562,-0.04230118
0.609375,-0.04906937
0.617188,-0.05245347
0.625000,-0.06260575
0.632812,-0.05922166
0.640625,-0.05922166
0.648438,-0.05583756
0.656250,-0.05583756
0.664062,-0.03891709
0.671875,-0.02199662
0.679688,-0.03214890
0.687500,-0.03891709
0.695312,-0.02538071
0.703125,-0.03891709
0.710938,-0.05245347
0.718750,-0.03553299
0.726562,-0.04230118
0.734375,-0.04568528
0.742188,-0.04230118
0.750000,-0.03891709
0.757812,-0.03553299
0.765625,-0.04568528
0.773438,-0.04568528
0.781250,-0.04568528
0.789062,-0.04906937
0.796875,-0.04230118
0.804688,-0.03891709
0.812500,-0.04568528
0.820312,-0.04568528
