time,amplitude,sr,360.0
0.000000,0.85827465
0.002778,0.85827465
0.005556,0.85827465
0.008333,0.85827465
0.011111,0.85827465
0.013889,0.85827465
0.016667,0.85827465
0.019444,0.85827465
0.022222,0.85915493
0.025000,0.86003521
0.027778,0.86707746
0.030556,0.86971831
0.033333,0.87411972
0.036111,0.87764085
0.038889,0.87940141
0.041667,0.87676056
0.044444,0.87235915
0.047222,0.87147887
0.050000,0.86883803
0.052778,0.86707746
0.055556,0.86707746
0.058333,0.86795775
0.061111,0.87147887
0.063889,0.87235915
0.066667,0.87235915
0.069444,0.87147887
0.072222,0.87235915
0.075000,0.87059859
0.077778,0.86971831
0.080556,0.86707746
0.083333,0.86707746
0.086111,0.86707746
0.088889,0.86355634
0.091667,0.86355634
0.094444,0.86619718
0.097222,0.86883803
0.100000,0.87059859
0.102778,0.87059859
0.105556,0.87059859
0.108333,0.86795775
0.111111,0.86619718
0.113889,0.86531690
0.116667,0.86619718
0.119444,0.86619718
0.122222,0.86883803
0.125000,0.86619718
0.127778,0.86619718
0.130556,0.86619718
0.133333,0.86795775
0.136111,0.87323944
0.138889,0.87588028
0.141667,0.87676056
0.144444,0.87323944
0.147222,0.87059859
0.150000,0.86531690
0.152778,0.86179577
0.155556,0.85651408
0.158333,0.85563380
0.161111,0.86091549
0.163889,0.86883803
0.166667,0.87235915
0.169444,0.87323944
0.172222,0.87147887
0.175000,0.86619718
0.177778,0.86267606
0.180556,0.86355634
0.183333,0.86355634
0.186111,0.86355634
0.188889,0.86795775
0.191667,0.86795775
0.194444,0.86795775
0.197222,0.86707746
0.200000,0.86707746
0.202778,0.86707746
0.205556,0.86795775
0.208333,0.86795775
0.211111,0.86883803
0.213889,0.86883803
0.216667,0.86971831
0.219444,0.87147887
0.222222,0.86883803
0.225000,0.86619718
0.227778,0.86355634
0.230556,0.86443662
0.233333,0.86883803
0.236111,0.87500000
0.238889,0.87588028
0.241667,0.87147887
0.244444,0.86619718
0.247222,0.86179577
0.250000,0.85915493
0.252778,0.86179577
0.255556,0.86531690
