time,amplitude,sr,250.0
0.000000,-0.29856115
0.004000,-0.29856115
0.008000,-0.30935252
0.012000,-0.32014388
0.016000,-0.33093525
0.020000,-0.30935252
0.024000,-0.31654676
0.028000,-0.31654676
0.032000,-0.32374101
0.036000,-0.30935252
0.040000,-0.30215827
0.044000,-0.32014388
0.048000,-0.32733813
0.052000,-0.31294964
0.056000,-0.29496403
0.060000,-0.28776978
0.064000,-0.28417266
0.068000,-0.29136691
0.072000,-0.28776978
0.076000,-0.29136691
0.080000,-0.30935252
0.084000,-0.31294964
0.088000,-0.29496403
0.092000,-0.30215827
0.096000,-0.29136691
0.100000,-0.30215827
0.104000,-0.29496403
0.108000,-0.31294964
0.112000,-0.30215827
0.116000,-0.29496403
0.120000,-0.29496403
0.124000,-0.29136691
0.128000,-0.29136691
0.132000,-0.29136691
0.136000,-0.27697842
0.140000,-0.26618705
0.144000,-0.25179856
0.148000,-0.24460432
0.152000,-0.23741007
0.156000,-0.23741007
0.160000,-0.24820144
0.164000,-0.23021583
0.168000,-0.24100719
0.172000,-0.21582734
0.176000,-0.23381295
0.180000,-0.22661871
0.184000,-0.20503597
0.188000,-0.20503597
0.192000,-0.18705036
0.196000,-0.19784173
0.200000,-0.18705036
0.204000,-0.17985612
0.208000,-0.17985612
0.212000,-0.18705036
0.216000,-0.15827338
0.220000,-0.15827338
0.224000,-0.16906475
0.228000,-0.14748201
0.232000,-0.14748201
0.236000,-0.15827338
0.240000,-0.15827338
0.244000,-0.16187050
0.248000,-0.17266187
0.252000,-0.15107914
0.256000,-0.15827338
0.260000,-0.13669065
0.264000,-0.12230216
0.268000,-0.14028777
0.272000,-0.15107914
0.276000,-0.13669065
0.280000,-0.14388489
0.284000,-0.11151079
0.288000,-0.12230216
0.292000,-0.12230216
0.296000,-0.12230216
0.300000,-0.10071942
0.304000,-0.07553957
0.308000,-0.04676259
0.312000,-0.00719424
0.316000,0.02877698
0.320000,0.06834532
0.324000,0.09352518
0.328000,0.10791367
0.332000,0.12230216
0.336000,0.12230216
0.340000,0.13669065
0.344000,0.11510791
0.348000,0.09352518
0.352000,0.06115108
0.356000,0.02158273
0.360000,-0.02877698
0.364000,-0.08273381
0.368000,-0.10791367
0.372000,-0.15827338
0.376000,-0.17625899
0.380000,-0.19424460
0.384000,-0.19064748
0.388000,-0.18705036
0.392000,-0.18705036
0.396000,-0.17625899
0.400000,-0.17985612
0.404000,-0.17985612
0.408000,-0.17985612
0.412000,-0.16906475
0.416000,-0.16546763
0.420000,-0.16187050
0.424000,-0.17625899
0.428000,-0.16906475
0.432000,-0.16187050
0.436000,-0.15107914
0.440000,-0.15107914
0.444000,-0.15827338
0.448000,-0.13309353
0.452000,-0.14388489
0.456000,-0.13669065
0.460000,-0.12949640
0.464000,-0.14388489
0.468000,-0.14388489
0.472000,-0.14388489
0.476000,-0.14748201
0.480000,-0.14028777
0.484000,-0.11870504
0.488000,-0.08633094
0.492000,-0.07194245
0.496000,-0.03237410
0.500000,0.00719424
0.504000,0.06474820
0.508000,0.11870504
0.512000,0.16906475
0.516000,0.19784173
0.520000,0.22302158
0.524000,0.24460432
0.528000,0.25899281
0.532000,0.27697842
0.536000,0.36330935
0.540000,0.53237410
0.544000,0.73381295
0.548000,0.83453237
0.552000,0.70503597
0.556000,0.35971223
0.560000,0.03597122
0.564000,-0.14748201
0.568000,-0.21582734
0.572000,-0.24460432
0.576000,-0.25899281
0.580000,-0.24820144
0.584000,-0.24460432
0.588000,-0.25179856
0.592000,-0.26618705
0.596000,-0.24460432
0.600000,-0.25899281
0.604000,-0.25539568
0.608000,-0.26978417
0.612000,-0.26258993
0.616000,-0.24460432
0.620000,-0.24100719
0.624000,-0.23741007
0.628000,-0.25539568
0.632000,-0.25899281
0.636000,-0.25899281
0.640000,-0.25899281
0.644000,-0.26618705
0.648000,-0.25899281
0.652000,-0.26258993
0.656000,-0.26618705
0.660000,-0.25539568
0.664000,-0.25539568
0.668000,-0.25899281
0.672000,-0.25899281
0.676000,-0.25899281
0.680000,-0.25539568
0.684000,-0.24460432
0.688000,-0.23741007
0.692000,-0.23021583
0.696000,-0.23021583
0.700000,-0.22302158
0.704000,-0.22661871
0.708000,-0.20863309
0.712000,-0.20503597
0.716000,-0.17985612
0.720000,-0.17266187
0.724000,-0.17625899
0.728000,-0.16906475
0.732000,-0.17266187
0.736000,-0.16546763
0.740000,-0.15827338
0.744000,-0.16546763
0.748000,-0.15467626
0.752000,-0.15827338
0.756000,-0.15107914
0.760000,-0.16546763
0.764000,-0.14388489
0.768000,-0.14028777
0.772000,-0.14028777
0.776000,-0.14748201
0.780000,-0.13309353
0.784000,-0.14748201
0.788000,-0.13309353
0.792000,-0.11510791
0.796000,-0.12949640
